Date,Time,Data,MMSI,Type,Message,NMEA,Slot,Slots
Tue Jul 22 2025,21:08:49,607a12535c34f3ce1894c8000000000000000000,512005335,Static data report,"Name: MOONFISH","!AIVDM,1,1,,,H7`BDmhlttpHU<P000000000000,2*14
",1837,1
Tue Jul 22 2025,21:08:50,6077f7c139243960c4f34702515c354400381c4100,503181390,Static data report,"Type: Vessel - Sailing Vendor ID: NVCD<4\ Callsign: BTU05Q","!AIVDM,1,1,,,H7OohCTT>F34tlL2DEhmA00p7440,0*38
",1896,1
Tue Jul 22 2025,21:08:58,4857d67e800001b2b17f475d4b4e5cdfff45de0006,368418720,Standard Class B equipment position report,"Lat: -17.7718° Lon: 177.186° Speed: 0.1 knts Course: 148.5°","!AIVDM,1,1,,,B5OFO`000K:iOlMMBlqLowu5oP06,0*4f
",2199,1
Tue Jul 22 2025,21:08:59,607a12535d254d2505387b1a347cf2c33000000000,512005335,Static data report,"Type: Vessel - Pleasure craft Vendor ID: SRTENG, Callsign: ZMG3203","!AIVDM,1,1,,,H7`BDmlUCBD5>7dJ=7kjhk000000,0*75
",2215,1
Tue Jul 22 2025,21:09:00,483753bd0c000132b107a75d41da6b28b001c93cea,232058691,Standard Class B equipment position report,"Lat: -17.7759° Lon: 177.18° Speed: 0.1 knts Course: 171.4°","!AIVDM,1,1,,,B3MCg@h00C:i1rMM@Mac:;01jCkb,0*2b
",4,1
Tue Jul 22 2025,21:09:01,4877f7bc880001b2b15ac75d593be10ff825de0006,503181090,Standard Class B equipment position report,"Lat: -17.7659° Lon: 177.184° Speed: 0.1 knts Course: 360°","!AIVDM,1,1,,,B7Oog8P00K:iFdMMFCgQ3wPUoP06,0*4c
",55,1
Tue Jul 22 2025,21:09:08,4838086074000132b1942f5d4933e10ff901c946ea,235018269,Standard Class B equipment position report,"Lat: -17.7727° Lon: 177.187° Speed: 0.1 knts Course: 360°","!AIVDM,1,1,,,B3P8H7@00C:iU2uMBC?Q3wT1jDKb,0*47
",309,1
Tue Jul 22 2025,21:09:12,487a1260240000b2b1792f5d4a538f0ff985de0006,512006153,Standard Class B equipment position report,"Lat: -17.7722° Lon: 177.186° Speed: 0 knts Course: 228.8°","!AIVDM,1,1,,,B7`BH2@00;:iNBuMBU>?3wV5oP06,0*5e
",462,1
Tue Jul 22 2025,21:09:16,4877f04ed00001b2b141ff5d44a77bdff9e5de0006,503059380,Standard Class B equipment position report,"Lat: -17.7747° Lon: 177.183° Speed: 0.1 knts Course: 198.1°","!AIVDM,1,1,,,B7OhCe000K:i@OuMA:MsowWUoP06,0*6a
",605,1
Tue Jul 22 2025,21:09:53,487a1261480003b2b1485f5d468fc6affea5de0006,512006226,Standard Class B equipment position report,"Lat: -17.7738° Lon: 177.183° Speed: 0.3 knts Course: 317.8°","!AIVDM,1,1,,,B7`BHDP00s:iB5uMA`w6cwrUoP06,0*69
",1997,1
Tue Jul 22 2025,21:09:56,607a12a4dc4014d340f494820820820820820820,512010551,Static data report,"Name: PASSPORT","!AIVDM,1,1,,,H7`Ba=i05==0u9B222222222220,2*34
",2107,1
Tue Jul 22 2025,21:09:56,603c850ac04cf3874d4152000000000000000000,253838000,Static data report,"Name: SONGSTER","!AIVDM,1,1,,,H3j52d1<tpM=@E8000000000000,2*53
",2120,1
Tue Jul 22 2025,21:09:59,607a12a4dd2504d0c000001a350e70d3400000003c,512010551,Static data report,"Type: Vessel - Pleasure craft Vendor ID: AMC Callsign: ZMP9044","!AIVDM,1,1,,,H7`Ba=lU1=30000J=@qhll00000t,0*0a
",2235,1
Tue Jul 22 2025,21:10:03,047bbd22303f80032b07e475d528bb74128801401c,518998156,Position report (Scheduled),"Lat: -17.7687° Lon: 177.172° Speed: 0 knts Course: 293.2° Status: Under way using engine","!AIVDM,1,1,,,17fu8S0wP0<c1vAmmBRsM1:80D0L,0*72
",132,1
Tue Jul 22 2025,21:10:06,603c850ac1254d40c636d88c615200000038142080,253838000,Static data report,"Type: Vessel - Pleasure craft Vendor ID: STCFM-" Callsign: LXUH","!AIVDM,1,1,,,H3j52d4UCD36=eR<HE80000p5220,0*00
",248,1
Tue Jul 22 2025,21:10:15,487a12535c0001b2b1a84f5d4d51d46ff9e5de0006,512005335,Standard Class B equipment position report,"Lat: -17.771° Lon: 177.188° Speed: 0.1 knts Course: 339.8°","!AIVDM,1,1,,,B7`BDmh00K:ib4uMCE7DKwWUoP06,0*75
",595,1
Tue Jul 22 2025,21:10:24,047bbd22303f80032b07def5d5288b7412b2005228,518998156,Position report (Scheduled),"Lat: -17.7687° Lon: 177.172° Speed: 0 knts Course: 293.2° Status: Under way using engine","!AIVDM,1,1,,,17fu8S0wP0<c1usmmBR;M1:j058`,0*0c
",921,1
Tue Jul 22 2025,21:10:45,047bbd22303f80032b07def5d5285b7412da00869d,518998156,Position report (Scheduled),"Lat: -17.7687° Lon: 177.172° Speed: 0 knts Course: 293.2° Status: Under way using engine","!AIVDM,1,1,,,17fu8S0wP0<c1usmmBQKM1;J08JM,0*0c
",1691,1
Tue Jul 22 2025,21:10:54,487a12119c000132b0ff275d3a95be463ec1c9431a,512001127,Standard Class B equipment position report,"Lat: -17.779° Lon: 177.179° Speed: 0.1 knts Course: 304.4°","!AIVDM,1,1,,,B7`B4Ih00C:hwjMM>aFvASs1jD<J,0*4e
",2031,1
Tue Jul 22 2025,21:11:02,147bbd39aa025718bc5d55d76cf850816008505350000000000000000025090586185e177860d04c3cc3c000000000000000000000,518999658,Ship static and voyage related data,"IMO: 9815599 Callsign: E5U5638 Name: THE BEAST Type: Vessel - Pleasure craft Destination: MALOLO","!AIVDM,2,1,1,,57fu>J`2EiRtGEGGK?Q@PF08D5=@00000000000U2@F665pGN63@C3k3h0000,0*05
!AIVDM,2,2,1,,0000000000,2*54
",83,2
Tue Jul 22 2025,21:11:08,48781a2480000232b117775d55bae10ff901c94b4a,503744800,Standard Class B equipment position report,"Lat: -17.7674° Lon: 177.181° Speed: 0.2 knts Course: 360°","!AIVDM,1,1,,,B7PJ98000S:i5oMMEKcQ3wT1jDe:,0*0f
",331,1
Tue Jul 22 2025,21:11:25,487a12a76c000032b182975d4a89a74ffb05ce0006,512010715,Standard Class B equipment position report,"Lat: -17.7721° Lon: 177.186° Speed: 0 knts Course: 267.6°","!AIVDM,1,1,,,B7`Banh003:iPaMMB`VWCwd5kP06,0*7d
",942,1
Tue Jul 22 2025,21:11:41,487a124738000032b157b75d473dd5fffd25ce0006,512004558,Standard Class B equipment position report,"Lat: -17.7736° Lon: 177.184° Speed: 0 knts Course: 342.3°","!AIVDM,1,1,,,B7`BAkP003:iEsMMAkoEwwlUkP06,0*18
",1555,1
Tue Jul 22 2025,21:11:42,607a127a4c2092810cb152000000000000000000,512007827,Static data report,"Name: HIJACKER","!AIVDM,1,1,,,H7`BNThPT`4<dE8000000000000,2*3f
",1601,1
Tue Jul 22 2025,21:11:42,607a127a4d255934043bde1a358cf5d34000000000,512007827,Static data report,"Type: Vessel - Pleasure craft Vendor ID: VSPDN=8 Callsign: ZMX3544","!AIVDM,1,1,,,H7`BNTlUFC@4>upJ=Hkmll000000,0*6a
",1609,1
Tue Jul 22 2025,21:11:45,483750e1d8000132b183e75d47b4e10ffda1c94f8a,232011894,Standard Class B equipment position report,"Lat: -17.7734° Lon: 177.186° Speed: 0.1 knts Course: 360°","!AIVDM,1,1,,,B3M@pMP00C:iPvMMAsCQ3wnQjDv:,0*79
",1717,1
Tue Jul 22 2025,21:12:03,0c7bbd39a84000132b0b6ef5d5281833110001491a,518999658,Position report (Interrogated),"Lat: -17.7687° Lon: 177.175° Speed: 0.1 knts Course: 209.9° Status: At anchor","!AIVDM,1,1,,,37fu>JQ001<c2nsmmBPH<i400DTJ,0*75
",118,1
Tue Jul 22 2025,21:12:03,047bbd223000c0032b07df75d5286b74120800c01c,518998156,Position report (Scheduled),"Lat: -17.7687° Lon: 177.172° Speed: 0 knts Course: 293.2° Status: Under way using engine","!AIVDM,1,1,,,17fu8S00h0<c1uummBQcM1880<0L,0*53
",133,1
Tue Jul 22 2025,21:12:14,487a125674000032b19ab75d4ead0b0ff9a5ce0006,512005533,Standard Class B equipment position report,"Lat: -17.7704° Lon: 177.188° Speed: 0 knts Course: 17.6°","!AIVDM,1,1,,,B7`BEW@003:iVcMMCbl;3wVUkP06,0*3b
",533,1
Tue Jul 22 2025,21:12:20,4877f7c1380001b2b123175d42a777dffa85de0006,503181390,Standard Class B equipment position report,"Lat: -17.7755° Lon: 177.181° Speed: 0.1 knts Course: 191.7°","!AIVDM,1,1,,,B7OohCP00K:i8iMM@bMoowb5oP06,0*76
",763,1
Tue Jul 22 2025,21:12:25,047bbd223000c0032b07df75d5286b74123400c01c,518998156,Position report (Scheduled),"Lat: -17.7687° Lon: 177.172° Speed: 0 knts Course: 293.2° Status: Under way using engine","!AIVDM,1,1,,,17fu8S00h0<c1uummBQcM18l0<0L,0*07
",951,1
Tue Jul 22 2025,21:12:31,607a12602424e4d0252140000000000000000000,512006153,Static data report,"Name: INSPIRE","!AIVDM,1,1,,,H7`BH2@Tq=0U8D0000000000000,2*33
",1164,1
Tue Jul 22 2025,21:12:36,487a127a4c000232b129475d44cadd9ffc874e0006,512007827,Standard Class B equipment position report,"Lat: -17.7746° Lon: 177.182° Speed: 0.2 knts Course: 354.5°","!AIVDM,1,1,,,B7`BNTh00S:i:DMMA<cMWwj7CP06,0*07
",1371,1
Tue Jul 22 2025,21:12:40,604052fae05013413873e0c80000000000000000,269795000,Static data report,"Name: TAMANGO 2","!AIVDM,1,1,,,H41Bvf1@4l4pLv3800000000000,2*16
",1513,1
Tue Jul 22 2025,21:12:43,607a126025244d25042c739a345cb0c770301c3100,512006153,Static data report,"Type: Vessel - Sailing Vendor ID: SRTDKGN Callsign: ZME2017","!AIVDM,1,1,,,H7`BH2DTCBD4;7>J=5jhio0h7340,0*0d
",1615,1
Tue Jul 22 2025,21:12:45,047bbd22300080032b07def5d5287b74125a0008aa,518998156,Position report (Scheduled),"Lat: -17.7687° Lon: 177.172° Speed: 0 knts Course: 293.2° Status: Under way using engine","!AIVDM,1,1,,,17fu8S00P0<c1usmmBQsM19J00Rb,0*4e
",1693,1
Tue Jul 22 2025,21:12:57,483c850ac00000b2b19d5f5d49c9a60fff25de0006,253838000,Standard Class B equipment position report,"Lat: -17.7725° Lon: 177.188° Speed: 0 knts Course: 265.6°","!AIVDM,1,1,,,B3j52d000;:iWEuMBLVV3wtUoP06,0*3f
",2151,1
Tue Jul 22 2025,21:13:33,483e456af80000b2b15a3f5d48c00b992401c9583a,261184190,Standard Class B equipment position report,"Lat: -17.7729° Lon: 177.184° Speed: 0 knts Course: 18.5°","!AIVDM,1,1,,,B3q5JgP00;:iFSuMB<0;VB@1jEPr,0*77
",1238,1
Tue Jul 22 2025,21:13:35,4850ae1eec0001b2b1a9c75d4b71e10ffc61d9456a,338397115,Standard Class B equipment position report,"Lat: -17.7718° Lon: 177.188° Speed: 0.1 knts Course: 360°","!AIVDM,1,1,,,B52f7fh00K:ibLMMBo7Q3wiQnDEb,0*71
",1327,1
Tue Jul 22 2025,21:13:37,604052fae1245c400401cdc8099cf1c390402030c4,269795000,Static data report,"Type: Vessel - Sailing Vendor ID: WD@D@\7 Callsign: HBY3109","!AIVDM,1,1,,,H41Bvf4TG4040Lo82Ikihq108334,0*29
",1415,1
Tue Jul 22 2025,21:13:37,487a12a4dc0000b2b192c75d4aa8e10ff8c5de0006,512010551,Standard Class B equipment position report,"Lat: -17.7721° Lon: 177.187° Speed: 0 knts Course: 360°","!AIVDM,1,1,,,B7`Ba=h00;:iTdMMBbSQ3wS5oP06,0*65
",1420,1
Tue Jul 22 2025,21:13:39,484052fae0000132b134075d45d6e10ffce1c9253a,269795000,Standard Class B equipment position report,"Lat: -17.7742° Lon: 177.182° Speed: 0.1 knts Course: 360°","!AIVDM,1,1,,,B41Bvf000C:i=0MMAMKQ3wkQjBDr,0*29
",1482,1
Tue Jul 22 2025,21:13:43,6050ae1eec0cf1042573cd40c140000000000000,338397115,Static data report,"Name: CODDIWOMPLE","!AIVDM,1,1,,,H52f7fh<t@@ULtm0hD000000000,2*11
",1637,1
Tue Jul 22 2025,21:14:07,4877f05e200001b2b190475d4d60e10ff8e5de0006,503060360,Standard Class B equipment position report,"Lat: -17.7709° Lon: 177.187° Speed: 0.1 knts Course: 360°","!AIVDM,1,1,,,B7OhGR000K:iT4MMCF3Q3wSUoP06,0*74
",287,1
Tue Jul 22 2025,21:14:15,487a128ba8000132b1bdc75d4f30132ff9e54e0006,512008938,Standard Class B equipment position report,"Lat: -17.7702° Lon: 177.189° Speed: 0.1 knts Course: 30.6°","!AIVDM,1,1,,,B7`BRrP00C:igLMMCk0C;wWUCP06,0*7b
",568,1
Tue Jul 22 2025,21:14:26,607a12a76c50580b24e1c1000000000000000000,512010715,Static data report,"Name: TE KINGA","!AIVDM,1,1,,,H7`Bani@F0dTpL4000000000000,2*50
",980,1
Tue Jul 22 2025,21:14:26,607a12a76d2500000000001a350e75df9000000000,512010715,Static data report,"Type: Vessel - Pleasure craft Vendor ID:  Callsign: ZMP9579","!AIVDM,1,1,,,H7`BanlU0000000J=@qmoq000000,0*09
",1007,1
Tue Jul 22 2025,21:14:40,6050ae1eed244d2508b2a7800000000000301820bc,338397115,Static data report,"Type: Vessel - Sailing Vendor ID: SRTH,*^ Callsign: ","!AIVDM,1,1,,,H52f7flTCBD8dbN00000000h622t,0*38
",1501,1
Tue Jul 22 2025,21:14:49,603808607434910e24721480248515a140000000,235018269,Static data report,"Name: MIDNIGHT BREEZE","!AIVDM,1,1,,,H3P8H7@lT@pTLQB098DE`D00000,2*6e
",1869,1
Tue Jul 22 2025,21:14:56,4857d67e800000b2b17d9f5d4bb15cdfff05de0006,368418720,Standard Class B equipment position report,"Lat: -17.7717° Lon: 177.186° Speed: 0 knts Course: 148.5°","!AIVDM,1,1,,,B5OFO`000;:iOIuMBs5Lowt5oP06,0*78
",2121,1
Tue Jul 22 2025,21:15:01,4877f7bc880001b2b15a675d5915e10ff825de0006,503181090,Standard Class B equipment position report,"Lat: -17.7659° Lon: 177.184° Speed: 0.1 knts Course: 360°","!AIVDM,1,1,,,B7Oog8P00K:iFVMMFAGQ3wPUoP06,0*5c
",64,1
Tue Jul 22 2025,21:15:06,4838086074000132b194475d491ae10ff8c1c9502a,235018269,Standard Class B equipment position report,"Lat: -17.7728° Lon: 177.187° Speed: 0.1 knts Course: 360°","!AIVDM,1,1,,,B3P8H7@00C:iU4MMBAcQ3wS1jE0b,0*5a
",233,1
Tue Jul 22 2025,21:15:12,487a126024000232b179df5d4a777f7ff985de0006,512006153,Standard Class B equipment position report,"Lat: -17.7722° Lon: 177.186° Speed: 0.2 knts Course: 203.9°","!AIVDM,1,1,,,B7`BH2@00S:iNMuMBWMwOwV5oP06,0*7c
",461,1
Tue Jul 22 2025,21:15:17,4877f04ed00006b2b141f75d4499752ffa25de0006,503059380,Standard Class B equipment position report,"Lat: -17.7747° Lon: 177.183° Speed: 0.6 knts Course: 187.4°","!AIVDM,1,1,,,B7OhCe001c:i@OMMA9Um;w`UoP06,0*1d
",671,1
Tue Jul 22 2025,21:15:31,607a12614848854d8033c33c0000000000000000,512006226,Static data report,"Name: RHUM COCO","!AIVDM,1,1,,,H7`BHDQ8QDn0<t<t00000000000,2*26
",1193,1
Tue Jul 22 2025,21:15:41,603e456af83855e02c1505000000000000000000,261184190,Static data report,"Name: NEW KATE","!AIVDM,1,1,,,H3q5JgPpEN0d5@D000000000000,2*39
",1553,1
Tue Jul 22 2025,21:15:42,603e456af9255934140873534b4c79c000401c308c,261184190,Static data report,"Type: Vessel - Pleasure craft Vendor ID: VSPTBGM Callsign: SR4190","!AIVDM,1,1,,,H3q5JgTUFC@D27=CBliqh010732<,0*6b
",1577,1
Tue Jul 22 2025,21:15:43,607a126149243960c4928a5a345cb4c33050104100,512006226,Static data report,"Type: Vessel - Sailing Vendor ID: NVCD$() Callsign: ZME2403","!AIVDM,1,1,,,H7`BHDTT>F34T`aJ=5jlhk1@4440,0*2e
",1642,1
Tue Jul 22 2025,21:15:44,047bbd22303fc0032b07ebf5d52a5b74125a01401c,518998156,Position report (Scheduled),"Lat: -17.7687° Lon: 177.172° Speed: 0 knts Course: 293.2° Status: Under way using engine","!AIVDM,1,1,,,17fu8S0wh0<c1vgmmBaKM19J0D0L,0*16
",1661,1
Tue Jul 22 2025,21:15:46,6038086075244cd504d2164d15923300003818403c,235018269,Static data report,"Type: Vessel - Sailing Vendor ID: SMTD4!Y Callsign: MEYH3","!AIVDM,1,1,,,H3P8H7DTC=D4lQI=5I8k000p640t,0*75
",1741,1
Tue Jul 22 2025,21:15:53,487a126148000232b147075d45d8838ffea5de0006,512006226,Standard Class B equipment position report,"Lat: -17.7741° Lon: 177.183° Speed: 0.2 knts Course: 210.4°","!AIVDM,1,1,,,B7`BHDP00S:iAhMMAMR3SwrUoP06,0*12
",2010,1
Tue Jul 22 2025,21:16:04,047bbd22300080032b07eef5d52a9b74120a00c01c,518998156,Position report (Scheduled),"Lat: -17.7687° Lon: 177.172° Speed: 0 knts Course: 293.2° Status: Under way using engine","!AIVDM,1,1,,,17fu8S00P0<c1vsmmBbKM18:0<0L,0*77
",162,1
Tue Jul 22 2025,21:16:11,4877f7a3b003ff32b04e275d4f02e100a961c955fa,503179500,Standard Class B equipment position report,"Lat: -17.7702° Lon: 177.17° Speed: 102.3 knts Course: 360°","!AIVDM,1,1,,,B7Oo`s03wk:hCRMMCh;Q0:UQjEGr,0*28
",436,1
Tue Jul 22 2025,21:16:15,487a12535c000132b1a7cf5d4d4ed46ff9e5ce0006,512005335,Standard Class B equipment position report,"Lat: -17.771° Lon: 177.188° Speed: 0.1 knts Course: 339.8°","!AIVDM,1,1,,,B7`BDmh00C:iatuMCDsDKwWUkP06,0*7f
",583,1
Tue Jul 22 2025,21:16:24,047bbd22303fc0032b07eef5d52aab741230018387,518998156,Position report (Scheduled),"Lat: -17.7687° Lon: 177.172° Speed: 0 knts Course: 293.2° Status: Under way using engine","!AIVDM,1,1,,,17fu8S0wh0<c1vsmmBbcM18h0H>7,0*73
",903,1
Tue Jul 22 2025,21:16:39,60781a24804ee5ae2c9505000000000000000000,503744800,Static data report,"Name: S.V.KITE","!AIVDM,1,1,,,H7PJ981>qJpdU@D000000000000,2*70
",1461,1
Tue Jul 22 2025,21:16:44,047bbd22300040032b07eaf5d52a6b74125a01067d,518998156,Position report (Scheduled),"Lat: -17.7687° Lon: 177.172° Speed: 0 knts Course: 293.2° Status: Under way using engine","!AIVDM,1,1,,,17fu8S00@0<c1vcmmBacM19J0@Iu,0*11
",1661,1
Tue Jul 22 2025,21:16:50,487a12119c000032b0ffef5d3a7abe46e641c9566a,512001127,Standard Class B equipment position report,"Lat: -17.779° Lon: 177.179° Speed: 0 knts Course: 304.4°","!AIVDM,1,1,,,B7`B4Ih003:hwvuM>WbvAfI1jEIb,0*5b
",1894,1
Tue Jul 22 2025,21:16:51,603750e1d814c653140000000000000000000000,232011894,Static data report,"Name: ELYSE","!AIVDM,1,1,,,H3M@pMPDiU<D000000000000000,2*4e
",1923,1
Tue Jul 22 2025,21:17:08,48781a2480000032b1172f5d55aae10ff901c94a0a,503744800,Standard Class B equipment position report,"Lat: -17.7674° Lon: 177.181° Speed: 0 knts Course: 360°","!AIVDM,1,1,,,B7PJ980003:i5juMEJcQ3wT1jD`:,0*56
",325,1
Tue Jul 22 2025,21:17:24,487a12a76c000032b1829f5d4a7c35cffb05ce0006,512010715,Standard Class B equipment position report,"Lat: -17.7722° Lon: 177.186° Speed: 0 knts Course: 86°","!AIVDM,1,1,,,B7`Banh003:iPauMBWhmkwd5kP06,0*5e
",935,1
Tue Jul 22 2025,21:17:35,60781a2481244d25094a3bc1143c7344000000003c,503744800,Static data report,"Type: Vessel - Sailing Vendor ID: SRTIR#/ Callsign: AEC13Q","!AIVDM,1,1,,,H7PJ984TCBD9BSg153ikA000000t,0*69
",1331,1
Tue Jul 22 2025,21:17:41,487a124738000132b158875d4721120ffd25ce0006,512004558,Standard Class B equipment position report,"Lat: -17.7736° Lon: 177.184° Speed: 0.1 knts Course: 28.8°","!AIVDM,1,1,,,B7`BAkP00C:iF8MMAj4B3wlUkP06,0*39
",1573,1
Tue Jul 22 2025,21:17:47,483750e1d80001b2b183e75d47b0e10ffde1d948ba,232011894,Standard Class B equipment position report,"Lat: -17.7734° Lon: 177.186° Speed: 0.1 knts Course: 360°","!AIVDM,1,1,,,B3M@pMP00K:iPvMMAs3Q3woQnDRr,0*68
",1778,1
Tue Jul 22 2025,21:17:47,603750e1d9244cd505e6524d0c167300004020307c,232011894,Static data report,"Type: Vessel - Sailing Vendor ID: SMTE9%I Callsign: MCAY3","!AIVDM,1,1,,,H3M@pMTTC=D5qU9=31Ik0010831t,0*6c
",1787,1
Tue Jul 22 2025,21:18:02,0c7bbd39a84000032b0b6ff5d525570a1376014b0a,518999658,Position report (Interrogated),"Lat: -17.7688° Lon: 177.175° Speed: 0 knts Course: 180.2° Status: At anchor","!AIVDM,1,1,,,37fu>JQ000<c2nwmmBEG2Q=n0Dd:,0*4b
",75,1
Tue Jul 22 2025,21:18:14,487a125674000032b19aaf5d4eae0b0ff9c5ce0006,512005533,Standard Class B equipment position report,"Lat: -17.7704° Lon: 177.188° Speed: 0 knts Course: 17.6°","!AIVDM,1,1,,,B7`BEW@003:iVbuMCbp;3wW5kP06,0*7f
",543,1
Tue Jul 22 2025,21:18:21,4877f7c1380002b2b1236f5d42c7782ffa85de0006,503181390,Standard Class B equipment position report,"Lat: -17.7755° Lon: 177.181° Speed: 0.2 knts Course: 192.2°","!AIVDM,1,1,,,B7OohCP00c:i8nuM@dMp;wb5oP06,0*2c
",791,1
Tue Jul 22 2025,21:18:24,607a124738341827801481000000000000000000,512004558,Static data report,"Name: MA ' ARA","!AIVDM,1,1,,,H7`BAkPl62N0584000000000000,2*6d
",899,1
Tue Jul 22 2025,21:18:24,607a1247392500000000001a355df0cb0078005000,512004558,Static data report,"Type: Vessel - Pleasure craft Vendor ID:  Callsign: ZMU7020","!AIVDM,1,1,,,H7`BAkTU0000000J=Eohjh1p0500,0*52
",908,1
Tue Jul 22 2025,21:18:27,603753bd0c4d98086501521c1359000000000000,232058691,Static data report,"Name: SY HYPERGAMY","!AIVDM,1,1,,,H3MCg@i=V0QU0E8L4mT00000000,2*0d
",1034,1
Tue Jul 22 2025,21:18:27,603753bd0d255934140b35cd48b2f900002030514c,232058691,Static data report,"Type: Vessel - Pleasure craft Vendor ID: VSPTB3W Callsign: MRKK9","!AIVDM,1,1,,,H3MCg@lUFC@D2kG=B;;q000P<55<,0*7d
",1044,1
Tue Jul 22 2025,21:18:37,487a127a4c000032b129475d44bddd9ffca74e0006,512007827,Standard Class B equipment position report,"Lat: -17.7746° Lon: 177.182° Speed: 0 knts Course: 354.5°","!AIVDM,1,1,,,B7`BNTh003:i:DMMA;oMWwjWCP06,0*0c
",1408,1
Tue Jul 22 2025,21:18:44,047bbd22303fc0032b07ec75d52a9b74125a00867d,518998156,Position report (Scheduled),"Lat: -17.7687° Lon: 177.172° Speed: 0 knts Course: 293.2° Status: Under way using engine","!AIVDM,1,1,,,17fu8S0wh0<c1vimmBbKM19J08Iu,0*27
",1661,1
Tue Jul 22 2025,21:18:56,483c850ac00000b2b19d8f5d49c8a60fff05de0006,253838000,Standard Class B equipment position report,"Lat: -17.7725° Lon: 177.188° Speed: 0 knts Course: 265.6°","!AIVDM,1,1,,,B3j52d000;:iWHuMBLRV3wt5oP06,0*56
",2135,1
Tue Jul 22 2025,21:19:04,047bbd223000c0032b07eef5d52acb74120a0008af,518998156,Position report (Scheduled),"Lat: -17.7687° Lon: 177.172° Speed: 0 knts Course: 293.2° Status: Under way using engine","!AIVDM,1,1,,,17fu8S00h0<c1vsmmBc;M18:00Rg,0*7b
",162,1
Tue Jul 22 2025,21:19:16,607a1256745c124e04e240000000000000000000,512005533,Static data report,"Name: WAINANI","!AIVDM,1,1,,,H7`BEWAL4Tp4pT0000000000000,2*17
",616,1
Tue Jul 22 2025,21:19:19,607a125675241c148d24e01a346cf6e73048184040,512005533,Static data report,"Type: Vessel - Sailing Vendor ID: GARMIN Callsign: ZMF3693","!AIVDM,1,1,,,H7`BEWDT71B=9>0J=6knqk186410,0*22
",725,1
Tue Jul 22 2025,21:19:21,607a128ba808c54580f0c504e4c0000000000000,512008938,Static data report,"Name: BLUE OCEANS","!AIVDM,1,1,,,H7`BRrP8iDF0t<D4q<000000000,2*6e
",805,1
Tue Jul 22 2025,21:19:21,607a128ba925593400526e9a357d34c30068005000,512008938,Static data report,"Type: Vessel - Pleasure craft Vendor ID: VSP@T&: Callsign: ZMW4400","!AIVDM,1,1,,,H7`BRrTUFC@0DVrJ=Gllhh1`0500,0*6a
",814,1
Tue Jul 22 2025,21:19:23,484052fae0000032b134675d45d7e10ffac1c96f5a,269795000,Standard Class B equipment position report,"Lat: -17.7741° Lon: 177.182° Speed: 0 knts Course: 360°","!AIVDM,1,1,,,B41Bvf0003:i=6MMAMOQ3wc1jFuJ,0*3e
",864,1
Tue Jul 22 2025,21:19:31,6077f05e204d5405482820820820820820820820,503060360,Static data report,"Name: SUPERB","!AIVDM,1,1,,,H7OhGR1=E0E8:22222222222220,2*14
",1182,1
Tue Jul 22 2025,21:19:32,4850ae1eec0001b2b1aa375d4b76e10ffc01d9528a,338397115,Standard Class B equipment position report,"Lat: -17.7717° Lon: 177.188° Speed: 0.1 knts Course: 360°","!AIVDM,1,1,,,B52f7fh00K:ibSMMBoKQ3wh1nE::,0*55
",1224,1
Tue Jul 22 2025,21:19:37,6077f05e212404d0c00000135501520a00500811bc,503060360,Static data report,"Type: Vessel - Sailing Vendor ID: AMC Callsign: SUPERB","!AIVDM,1,1,,,H7OhGR4T1=30000CE@5B2P1@216t,0*16
",1396,1
Tue Jul 22 2025,21:19:38,483e456af80000b2b15a3f5d48c00b9904c1c94a8a,261184190,Standard Class B equipment position report,"Lat: -17.7729° Lon: 177.184° Speed: 0 knts Course: 18.5°","!AIVDM,1,1,,,B3q5JgP00;:iFSuMB<0;V@C1jDb:,0*0d
",1435,1
Tue Jul 22 2025,21:19:39,487a12a4dc0000b2b192af5d4a92e10ff8e5de0006,512010551,Standard Class B equipment position report,"Lat: -17.7721° Lon: 177.187° Speed: 0 knts Course: 360°","!AIVDM,1,1,,,B7`Ba=h00;:iTbuMBa;Q3wSUoP06,0*50
",1482,1
Tue Jul 22 2025,21:19:44,047bbd22300080032b07e8f5d52a6b74125a00524c,518998156,Position report (Scheduled),"Lat: -17.7687° Lon: 177.172° Speed: 0 knts Course: 293.2° Status: Under way using engine","!AIVDM,1,1,,,17fu8S00P0<c1vSmmBacM19J059<,0*7d
",1660,1
Tue Jul 22 2025,21:20:08,4877f05e200001b2b18fe75d4d3fe10ff905de0006,503060360,Standard Class B equipment position report,"Lat: -17.771° Lon: 177.187° Speed: 0.1 knts Course: 360°","!AIVDM,1,1,,,B7OhGR000K:iSvMMCCwQ3wT5oP06,0*17
",330,1
Tue Jul 22 2025,21:20:10,6077f7bc884c13148132012c54a0249820820820,503181090,Static data report,"Name: SALT SHAKER II","!AIVDM,1,1,,,H7Oog8Q<4iB1<P4dE:0TV222220,2*55
",384,1
Tue Jul 22 2025,21:20:14,6077f7bc892404d0c0000038db3d71d200501450bc,503181090,Static data report,"Type: Vessel - Sailing Vendor ID: AMC Callsign: 863514","!AIVDM,1,1,,,H7Oog8TT1=30000pnkmilP1@552t,0*22
",552,1
